30
15 16 13 14  7 12  5  2  3  4 13 14 19  8 13 14 11  4 13 14  7  4 13  2  7 16 17  2  3 12 
 5 14  3 16  1  2  7  4 13 18 19  8 17  6  7 20 17 10 11 20 13  2 15 12 17 10 11 12  9 10 
 3 12 17  2 11 20 17  6  3 12 13 18 15 16 13  6 11 16  1 14 19 12  5  2  3  8  1  6 15 16 
17  2  3 12  5 10 11 12 13 14  3  4  5 14 19 12 13  2 19 12  1  2 15  8  5 10 15 12  5 14 
 5 30 17  4  3 18 15  6 23 16 17  4 23 26 25 24 25 14  9 12 25  2  5 22 27 30 11  6  5  6 
13 18  5 10 23 26 25 22 25 12 13 28 19  8  3 20 29 22 29 24 23  4 11  6 19 20 13 28  9  8 
 1  6  1 30 17  4 15  6 27 24 11  6 27 10  7  4  7 18 29 24 17 16 25 18 25  6 21 20 15 14 
15 30 17 10 13 24 29  4 23  6  3 16 11  4 17 24  3 26 19 14 25 30  9 22 27  4 17 20 27  8 
 1  6 13  4 19 12 25 18 13 16 25 14 25 26 19 26 19 12 29 24  5 24  7 16 27  2  1 24 17 26 
 3 16 21 30 23 20 25  4  1  4  9 20 19  2  5 20  3 12  1 10 21 24 25 24 25 12  3 22 17 12 
 7 30 23 20 29 24  5 24  3 20 27  6 29  4 11 16  9 22  7 20 15 16 29  6 17 24  7 22 27 22 
23  8  3 28  5 30  3 18 21 22  9 18  5  8 17  2 11 28 19 16 19 20  1 16 17  2 19 18 23  2 
 3 26 11 20 25 30 21 30 17  6 29 28 21 20 11 20 23 14  7  2 19  6 29 30  5  4 25 22  1  6 
13  8 15 16  9 20  9  6  9  6 13 28  7 18 13 18 27 24  1  2  1  6 15 10  7  6  5 14  7 30 
17 30  1 10 21 26 29 16 29 20 23 24  7  6 29 12 17 22 15 30 25 14 15  4 23 28  1 18 11 22 
15  6  1  2 21 18  9  4  7 24 29  8 15 18 17 14 19  8  1 12 21 28 19 16  3 26 27 28 23  6 
11 12 17 26 17  6 13 10 27  2 13 14 25 16 21 22  1 22 27  4 21 24  5  4  7 14  1 28 15 14 
29 18  1  8 17 24 21 24 23 18 21 16  3  2 15 20  5 30 15 18 11 12 17 18 11 22 27 14 13  2 
25 10 29 22 15 20 25  8 27 16 11  4 25 28 29  2  1 10 17 24 19 12 11 14 23 12 19 16 29 18 
27 16  1 30 21 14  5 30 29 24 15 28  7 22  1 20 15 22 13 24  3 12  3 10 21 30  3 22 11 12 
15 14 15 24  5 26 21 22  7 22 21 28 23 22 27  4 23  8 11 24  9 26  3 28 25  4  3 26 23  8 
 1 18 11 14 15 18  5 24  9 18  5 26  9 12  9 26 17 26 23 16 21 22  5 28 21  4 25  2 17 14 
25  4 15 30 21 16 27 28 19 24 29 22 13 14 13 22 13 12 13  4  9  2 25  8 21 26 19 26 25 30 
 7 20 25 20 27 18  5 14 11 22 17 24 21 14  9  4 15 12 25 26 11 22 13 16 17 18 29 28 29 12 
 3 24 23  2 11 10  7 22  5 24 25 14 19  6 11  6  9  2 27 20 25 22 23  2 29 12  5  6 21  4 
11 24  5 28  7 24 29  2 25 12 21 12 27 18 25 24 21 14  7 22  5 14 13 26 19 20  7  6 11 22 
15 10 17 24 11 12 29 14  3  6 11 28 29 14 27 24 19 10 13 20  5 20 11  2 23 10  9  6 19 22 
25 20 27  4 19 22 23 16 29  4  3  8  3 24 29 14 19 16 11 14 29 10 21  6 15 20  3  4 21 20 
23 12 29 20 17  8 23 24  7 12 29 12  5 14 11 24 29  6 25 28  1 24 15 10  7 22 15  6 19 20 
25 14  9 12 11 20  1  6 13  2 13  6  5 10 21  6  3 12  1 14 29  6 15 26 25 28 19  6 17 12 
21  2  9 10 13  6 11 10 23  8 29 14  7 20 21 16  7 16  9 12  7  6 29 22 17 10 25 30 25 18 
17 28 15 10  1 12 11 18 29 24 27  8 17 10 25 24 21  8 13 28 25 22  5 10 21  6  5  4 29  8 
 1  8 25 14 13  6  9  4 17 14 13 22 13 28 21 24 21  6 29 26 11 26 11 28 13 18  1 14 11 24 
 1 18 13  8 13 14  1 24 13 20 17  6 29  8 15 28 15 28  1 30  9  4  1 20 13 20 13 18  7  6 
27 20 33 26 39 24 29 22 11 36 17 26 39 32 21  6  3 12  1 26 31 32 13 30 19 36  9 34  7 32 
13 30 35 20  1 18 31 32 37  6  3 12  9  2 39 16 13 30 35  4 25  2 39 24 37 30  3 36 25  2 
39 16 13 38 35 12 17  2 31 16 37 30 11 20 17  2 15 40 13  6 27  4 17  2 31 40 29 22 35 36 
 9 34 15 24 13 30  3  4 25 26 23 40 37 38 11 36 17 18 39 32 29 30 11 36 33 26 15 24  5 30 
 3  4 17 34  7 16 29 30  3 28 25 10 39  8  5 30 19 28 25 26 31 40 29 22 27 12  1 34 23 40 
13 30  3 12 25  2 15  8  5  6 27 36  9 26 31 24  5 14 19 36 25  2  7 24 37 30 11 28 17 34 
 7 32 21  6 11 36 17 34 23 16 13 30 19  4  1 34 39 32 13  6 19 36 25 34  7 32 13 14 11 12 
 9 26 31 24 13 22 35  4  9  2  7 16 29 30 19 36 33 18 31 24 29 38 35 36  9 26  7 40 29 22 
 3 12  1 18  7 32  5 30 35 20 17 34 15 40  5 38 27 36 33 18 15 40 29 22 35 36 33 10 31 32 
13 38 19 28 33 26 31 16 13 14 27 36 25 26 15 32  5  6  3 36 25 10 39 40  5  6 35  4  9 34 
31 32 21 14  3  4 17 26  7  8  5  6 11 28 17 26 15  8 21 38  3 12 17 10 15  8 21 38 19 36 
25 10 15 32 37 14 19 36  1 18 15 24 13 30 19 20  9 10 23 32 37 14  3 20  1 26 23 32  5 38 
19  4  1 26 39 24  5 30 35 36  9 10  7 24 21 14 27 36 33 10 31 24 13 22 11 20 17 10 39 24 
 5 30 11  4 33 18 15 32 13 30 19  4 25 34  7 24 37  6 27 12  1 34 15 24 13 38 27 12 33 34 
31 40 29 22  3 36 25 26 15  8 21 38 27 20 25 26 39 16 13 30 35 20  1 26  7 24 37  6 27  4 
 9 26  7 16 21 22  3 28 17 18 15 32  5 22 11  4  1 34 31 24 13 38  3 28  1 26 31 16 37  6 
35 28 17 26 39 16 29 30  3 12 33 26 39 24 29 30 27 20  1 26 23 16 29  6  3 36 25 10 31 32 
13  6 27  4  1 34 31 24 37 22 19 20 17 18 39 32  5 22  3  4 33 10 39 16 29 38  3 36 17 26 
 7 40 37  6  3 20  1  2 39  8 21  6 27 12  9 18 15  8 37 38 19 20 33 18 23 40 29 22 35 36 
25 26  7 16 37  6 35 36 17  2 39 32 37  6 35 36 33 18 31 40 37  6 11 28 25 18 39 32 37 14 
27  4 25  2 23 40  5  6 27 36 33  2 23 40 21 22  3 28 17 34 31  8 37 22 11 20  1  2  7 40 
13  6 11 28 17  2 31 32 21 38 35 36  1 10 23 40  5 22 27 28 25 18  7 16 21  6 19  4 33  2 
31 16 21 30 11 20  9  2 15  8 13 38 19 36 25 18 31  8  5  6 27 12 17 18 23 40 37 22 11 28 
 1 34 39 40 37 14  3  4 25 34  7 16 21 30 27  4  1 26 39 16  5  6 35 20 33 10  7 32 21 14 
11 36  9  2 39 16 21 14 35 12 25 26 15 40 13  6  3 20  9 18 39 16 37 30 27 36 33  2 31 24 
29 30  3  4  9 10 39  8  5 14 11 12 17 18 15 24 37  6  3 20 33 26 39  8  5 22 27  4  9 10 
23 24 37 14 11 12  9  2  7 16 37  6 27 36 33 10  7 16 13 22 11 28  9 26 39 40  5 38 19 28 
17 26  7 24 21 14 35 12 33  2  7 24 21  6 35 36  1 10 15 32 37 38 27 20 33  2 15 32  5 30 
27 36  9 10 31  8  5 30 35  4  9  2 31 16 13  6 27 20  9 26 23 24 37 38 35 36  9 18 23 16 
21 22 11 12 33 26 23 40  5 30  3  4 17 34 15 24 29  6 27 12  9 34 15 24 29 22 27  4 25 26 
